blikvanger.enabled,object_type_specifications.appartment.type,publish_date,location.lat,location.lon,floor_area,plot_area,exterior_space.type,exterior_space.garden_orientation,number_of_rooms,number_of_bedrooms,address.municipality,address.neighbourhood,address.wijk,address.street_name,price.selling_price,price.selling_price_condition,construction_type,construction_period,surrounding,garage.type,energy_label,amenities,accessibility,object_type_specifications.house.type,object_type_specifications.house.orientation,exterior_space.garden_size,garage.total_capacity,blikvanger.text,project.url,offering_type,object_type,address.province
False,with_external_access,2024-11-08T13:19:21.9470000,52.02760314941406,5.081419944763184,[94],[0],['balcony'],[],4.0,3.0,Nieuwegein,Stadscentrum,Stadscentrum,Weverstedehof,[350000],kosten_koper,resale,from_1981_to_1990,"['in_center', 'unobstructed_view']","['parking_space', 'all_garages']",B,['bathtub'],['lift'],,,,,,,['buy'],apartment,Utrecht
False,,2024-11-08T13:05:07.1000000,51.9322624206543,4.609467506408691,[123],[199],['garden'],['south'],4.0,3.0,Capelle aan den IJssel,Eilandenbuurt,Oostgaarde Zuid,Hebriden,[489000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']",[],D,"['bathtub', 'central_heating_boiler']",[],single_family,corner,70.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-09T00:00:02.1500000,51.92170333862305,4.386964797973633,[66],[0],['balcony'],[],3.0,2.0,Schiedam,Nolensbuurt,Wijk 06 Nieuwland,Burgemeester Van Haarenlaan,[229500],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],D,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,ground_floor,2024-11-09T00:00:02.1500000,51.9375114440918,4.473809719085693,[137],[0],['garden'],['east'],5.0,4.0,Rotterdam,Liskwartier,Noord,Bergselaan,[675000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],D,"['bathtub', 'central_heating_boiler']",['accessible_for_the_elderly'],,,80.0,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-08T14:15:02.4130000,51.83927154541016,4.142987251281738,[68],[196],['garden'],['north'],4.0,3.0,Voorne aan Zee,Rijksstraatweg en omgeving,Nieuw-Helvoet,Moriaanseweg Oost,[319500],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district']",[],C,"['central_heating_boiler', 'renewable_energy']",[],single_family,double,69.0,,,,['buy'],house,Zuid-Holland
True,,2024-11-08T14:00:04.6400000,51.99884796142578,4.4987874031066895,[150],[244],['garden'],"['north', 'west']",5.0,4.0,Lansingerland,Ackerse Zoom,Wijk 12 De Ackers,Jan Wilsstraat,[825000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']","['lean_to', 'all_garages']",A,"['bathtub', 'central_heating_boiler']",[],single_family,double,74.0,1.0,Charismatische 2/1 kapwoning voorzien van 4 slaapkamers en een garage,,['buy'],house,Zuid-Holland
True,,2024-11-08T10:40:09.6000000,51.99508285522461,4.216294765472412,[115],[221],['garden'],"['north', 'east']",5.0,4.0,Westland,Pijletuinen,Wijk 01 Naaldwijk,Schaepmanstraat,[550000],kosten_koper,resale,from_1981_to_1990,['in_residential_district'],"['lean_to', 'all_garages']",B,"['central_heating_boiler', 'renewable_energy']",[],single_family,end_of_terrace,120.0,1.0,Ruime eindwoning met garage in de geliefde woonwijk 'Pijletuinen',,['buy'],house,Zuid-Holland
False,,2024-11-08T10:37:18.5130000,51.94197082519531,4.575012683868408,[87],[209],['garden'],"['north', 'east']",4.0,3.0,Capelle aan den IJssel,Stadsdeelpark,Schollevaar Zuid,Capelseweg,[345000],kosten_koper,resale,from_1906_to_1930,[],[],E,"['central_heating_boiler', 'fireplace']",[],single_family,double,51.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-08T13:30:03.1300000,52.02802276611328,4.861383438110352,[146],[205],['garden'],"['south', 'east']",7.0,5.0,Oudewater,Klein Hekendorp,Oudewater,Dijkgraaflaan,[529000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],B,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,corner,60.0,,,,['buy'],house,Utrecht
False,flat_with_porch,2024-11-08T13:15:02.3070000,52.02498626708984,5.562318801879883,[41],[0],['balcony'],[],2.0,1.0,Veenendaal,Schrijverswijk,Centrum,Schrijverspark,[235000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],G,[],['single_storey'],,,,,,,['buy'],apartment,Utrecht
False,,2024-11-08T10:00:43.7830000,51.84658050537109,4.3456645011901855,[111],[117],['garden'],['west'],4.0,3.0,Nissewaard,Schenkel-Zuidwest,Schenkel,Rijnlaan,[375000],kosten_koper,resale,from_1981_to_1990,"['by_water', 'in_residential_district', 'unobstructed_view']",[],B,['central_heating_boiler'],[],single_family,terraced,55.0,,,,['buy'],house,Zuid-Holland
True,house_with_porch,2024-11-08T09:48:12.9470000,51.90928649902344,4.442777156829834,[61],[0],['balcony'],[],3.0,2.0,Rotterdam,Bospolder,Delfshaven,Rosier Faassenstraat,[259000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']",[],B,['central_heating_boiler'],['single_storey'],,,,,"In 2021 volledig gerenoveerd, dus instapklaar!",,['buy'],apartment,Zuid-Holland
False,,2024-11-08T10:00:06.1370000,52.03812789916992,4.295379638671875,[153],[163],['garden'],"['south', 'west']",6.0,5.0,Rijswijk,Strijp,Wijk 08,Lange Dreef,[600000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'sheltered_position', 'in_residential_district']",[],B,"['central_heating_boiler', 'renewable_energy']",[],town_house,terraced,81.0,,,,['buy'],house,Zuid-Holland
True,,2024-11-07T19:23:20.1570000,51.88509368896485,5.194488048553467,[85],[109],"['garden', 'terrace']","['south', 'west']",4.0,3.0,West Betuwe,Beesd Oost,Beesd,Middenstraat,[309000],kosten_koper,resale,from_1906_to_1930,['in_center'],[],G,"['central_heating_boiler', 'fixer_upper']",[],single_family,detached,,,Vrijstaande (klus)woning met potentie!,,['buy'],house,Gelderland
True,flat_with_porch,2024-11-08T00:00:03.4170000,51.95714569091797,4.476870536804199,[63],[0],['balcony'],[],3.0,2.0,Rotterdam,Schiebroek,Hillegersberg-Schiebroek,Peppelweg,[307500],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],F,[],['single_storey'],,,,,Heerlijk appartement in topwijk! Afgelopen jaar volledig gerenoveerd!,,['buy'],apartment,Zuid-Holland
False,ground_floor,2024-11-08T00:00:03.4170000,51.88778305053711,4.4691162109375,[50],[0],['garden'],"['south', 'west']",2.0,1.0,Rotterdam,Oud Charlois,Charlois,Spechtstraat,[225000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,42.0,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-07T20:30:02.1700000,52.00910568237305,4.706380844116211,[49],[37],['garden'],"['south', 'west']",3.0,2.0,Gouda,Raam e.o.,Binnenstad,Raam,[225000],kosten_koper,resale,before_1906,"['on_quiet_road', 'in_center']",[],E,['central_heating_boiler'],[],single_family,terraced,8.0,,,,['buy'],house,Zuid-Holland
False,maisonnette,2024-11-08T00:00:03.4170000,51.91912078857422,4.496792793273926,[162],[0],['balcony'],[],4.0,3.0,Rotterdam,Stadsdriehoek,Rotterdam Centrum,Maasboulevard,[795000],kosten_koper,resale,from_1981_to_1990,"['by_water', 'unobstructed_view']","['parking_space', 'all_garages']",A,['bathtub'],['accessible_for_the_elderly'],,,,,,,['buy'],apartment,Zuid-Holland
True,upper_floor,2024-11-08T00:00:03.4170000,51.91447448730469,4.407000541687012,[96],[0],['balcony'],[],4.0,2.0,Schiedam,Glasbuurt,Wijk 01 Oost,Rotterdamsedijk,[250000],kosten_koper,resale,from_1931_to_1944,['in_center'],[],C,['central_heating_boiler'],[],,,,,"Ideale woning: 2 woonkamers, 2 keukens, 2 badkamers, 2 slaapkamers!",,['buy'],apartment,Zuid-Holland
True,flat_with_porch,2024-11-07T20:00:02.4570000,51.99329376220703,4.211935520172119,[219],[0],"['balcony', 'terrace']",[],4.0,3.0,Westland,Naaldwijk Centrumgebied,Wijk 01 Naaldwijk,Verdilaan,[1650000],vrij_op_naam,resale,after_2020,['in_center'],"['underground', 'parking_space', 'all_garages']",A+++,['renewable_energy'],"['lift', 'single_storey']",,,,,"Geniet van luxe, ruimte en privacy op eigen etage in hartje Naaldwijk",,['buy'],apartment,Zuid-Holland
True,,2024-11-07T16:39:50.0830000,52.02113342285156,5.586177349090576,[120],[127],['garden'],['south'],4.0,3.0,Veenendaal,Buurtstede,Noordoost,Krantstraat,[485000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],A+,['bathtub'],[],single_family,terraced,59.0,,"Instapklare, riante tussenwoning (120 m²) in Veenendaal-Oost!",,['buy'],house,Utrecht
False,with_external_access,2024-11-08T15:31:45.3000000,51.91847229003906,4.443639755249023,[165],[0],[],[],4.0,3.0,Rotterdam,Nieuwe Westen,Delfshaven,Aelbrechtskade,[495000],kosten_koper,resale,from_2001_to_2010,"['on_busy_road', 'on_navigable_waterway', 'in_residential_district', 'unobstructed_view']","['built_in', 'all_garages']",A,['central_heating_boiler'],[],,,,1.0,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-08T00:00:03.4170000,51.91934585571289,4.481441497802734,[108],[0],[],[],4.0,3.0,Rotterdam,Stadsdriehoek,Rotterdam Centrum,Bulgersteyn,[575000],kosten_koper,resale,from_1991_to_2000,"['on_busy_road', 'in_center', 'unobstructed_view']",[],A+,[],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-11-08T00:00:03.4170000,51.83018493652344,4.693244457244873,[57],[0],['balcony'],[],3.0,2.0,Papendrecht,Kraaihoek Noord,Kraaihoek,Vrijheer van Eslaan,[195000],kosten_koper,resale,from_1960_to_1970,"['overlooking_park', 'in_residential_district', 'unobstructed_view']",[],E,[],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,house_with_porch,2024-11-08T00:00:03.4170000,51.93827438354492,4.465899467468262,[65],[0],['balcony'],[],3.0,2.0,Rotterdam,Bergpolder,Noord,Gordelweg,[320000],kosten_koper,resale,from_1931_to_1944,['in_residential_district'],[],C,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-08T00:00:03.4170000,52.01345443725586,4.366493701934815,[96],[174],"['garden', 'balcony']","['south', 'east']",6.0,4.0,Delft,Koepoort,Wijk 12 Vrijenban,Groenlandselaan,[550000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'in_residential_district']","['built_in', 'all_garages']",G,['central_heating_boiler'],[],single_family,end_of_terrace,21.0,2.0,,,['buy'],house,Zuid-Holland
True,,2024-11-07T19:30:02.2900000,51.90245819091797,4.688821792602539,[144],[444],['garden'],[],4.0,3.0,Krimpenerwaard,Prinsessenbuurt,Wijk 00 Lekkerkerk,Wilhelminastraat,[749000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'by_water', 'in_residential_district']","['lean_to', 'carport', 'all_garages']",C,"['bathtub', 'central_heating_boiler', 'fireplace']",['accessible_for_the_elderly'],single_family,detached,,1.0,Unieke vrijstaande woning met o.a. een ruime garage en carport!,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-07T19:15:02.2570000,51.85493850708008,4.313504695892334,[68],[0],['balcony'],[],3.0,2.0,Nissewaard,Schiekamp-Zuid,Schiekamp,Aagje Dekenstraat,[200000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],E,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-08T00:00:03.4170000,51.80702590942383,4.687509536743164,[95],[145],"['garden', 'balcony']","['north', 'east']",4.0,3.0,Dordrecht,Boeroestraat en omgeving,Wijk 05 Het Reeland,Bankastraat,[385000],kosten_koper,resale,from_1931_to_1944,[],[],E,['central_heating_boiler'],[],single_family,terraced,31.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-07T18:15:02.3400000,51.85261535644531,4.342323780059815,[65],[0],['terrace'],"['north', 'east']",2.0,1.0,Nissewaard,De Dijk,De Elementen,Hongerlandsedijk,[329000],kosten_koper,resale,from_2001_to_2010,"['overlooking_park', 'by_water', 'in_residential_district', 'unobstructed_view']","['underground', 'parking_space', 'all_garages']",B,['bathtub'],['single_storey'],,,25.0,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-07T15:59:34.0570000,51.90707015991211,4.346729278564453,[83],[94],['garden'],['south'],4.0,3.0,Vlaardingen,Oostbuurt,Oostwijk,Koningstraat,[379000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],A,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,45.0,,Recent verbouwde instapklare 4 kamer eengezinswoning in de Oostwijk.,,['buy'],house,Zuid-Holland
False,,2024-11-07T17:16:05.0870000,51.82373428344727,4.152076721191406,[122],[191],['garden'],['east'],5.0,4.0,Voorne aan Zee,Gorsingen Hoeck,De Struyten,Getijstroom,[435000],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],"['carport', 'parking_space', 'all_garages']",B,"['bathtub', 'central_heating_boiler', 'fireplace', 'renewable_energy']",[],single_family,terraced,65.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-08T00:00:03.4170000,52.008522033691406,4.396995544433594,[164],[195],['garden'],[],6.0,5.0,Pijnacker-Nootdorp,Oud-Delfgauw,Delfgauw,Schimmelpenninck van der Oyeweg,[600000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'sheltered_position', 'in_residential_district']","['lean_to', 'parking_space', 'all_garages']",C,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,corner,,2.0,,,['buy'],house,Zuid-Holland
True,,2024-11-08T00:00:03.4170000,52.030391693115234,4.719250202178955,[140],[537],['garden'],['west'],5.0,4.0,Gouda,Bodegraafsestraatweg,Plaswijck,Bodegraafsestraatweg,[885000],kosten_koper,resale,from_1931_to_1944,"['on_navigable_waterway', 'by_water', 'unobstructed_view']","['lean_to', 'all_garages']",C,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,detached,276.0,1.0,Unieke jaren '30 woning met een schitterend vrij uitzicht!,,['buy'],house,Zuid-Holland
False,,2024-11-07T14:06:19.6730000,51.80862808227539,4.679530143737793,[63],[65],['garden'],"['south', 'west']",3.0,2.0,Dordrecht,Indische Buurt-Zuid,Wijk 05 Het Reeland,Reeweg Oost,[300000],kosten_koper,resale,from_1906_to_1930,"['on_busy_road', 'in_residential_district', 'unobstructed_view']",[],C,['central_heating_boiler'],[],single_family,corner,18.0,,,,['buy'],house,Zuid-Holland
False,upper_floor,2024-11-08T00:00:03.4170000,51.89076232910156,4.467523574829102,[53],[0],['balcony'],[],3.0,2.0,Rotterdam,Oud Charlois,Charlois,Schilperoortstraat,[185000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],C,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
True,upper_floor,2024-11-09T00:00:02.1500000,51.91574478149414,4.4678568840026855,[75],[0],['balcony'],[],3.0,2.0,Rotterdam,Oude Westen,Rotterdam Centrum,Nieuwe Binnenweg,[375000],kosten_koper,resale,from_1931_to_1944,['in_center'],[],C,[],['single_storey'],,,,,Ruim en licht 3-kamerappartement in het hart van de stad. ,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-07T16:15:02.5100000,51.9437370300293,4.547933101654053,[63],[0],[],[],3.0,2.0,Rotterdam,Het Lage Land,Prins Alexander,Hanrathstraat,[265000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],E,[],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-07T16:15:02.5100000,51.90909576416016,4.332408905029297,[105],[129],['garden'],[],5.0,4.0,Vlaardingen,Indische Buurt,Centrum,Surinamesingel,[350000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],E,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,,,,,['buy'],house,Zuid-Holland
True,,2024-11-08T00:00:03.4170000,51.92918014526367,4.234519958496094,[128],[135],['garden'],"['north', 'east']",7.0,4.0,Maassluis,Vogelbuurt,Wijk 05 Burgemeesterswijk,Spechtstraat,[445000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'sheltered_position', 'in_center', 'in_residential_district']",[],B,['central_heating_boiler'],[],single_family,terraced,37.0,,Modern en comfortabel wonen in deze in 2020 geheel verbouwde woning. ,,['buy'],house,Zuid-Holland
True,,2024-11-09T00:00:02.1500000,52.02010345458984,5.046270847320557,[149],[76],[],[],4.0,2.0,IJsselstein,IJsselstein-Binnenstad,Wijk 00 IJsselstein,IJsselstraat,[725000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'by_water', 'in_center']",[],D,['central_heating_boiler'],[],canal_side,end_of_terrace,,,In de binnenstad van IJsselstein is deze grachtenwoning gelegen!,,['buy'],house,Utrecht
False,upper_floor,2024-11-07T15:27:31.7870000,51.93513107299805,4.458453178405762,[78],[0],['balcony'],[],5.0,4.0,Rotterdam,Blijdorp,Noord,Noorderhavenkade,[369500],kosten_koper,resale,from_1931_to_1944,"['at_edge_of_woods', 'overlooking_park', 'unobstructed_view']",[],D,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-08T00:00:03.4170000,51.92047119140625,4.411189556121826,[83],[0],[],[],3.0,2.0,Schiedam,Stationsbuurt,Wijk 01 Oost,Reaumurstraat,[289000],kosten_koper,resale,from_1981_to_1990,"['in_center', 'in_residential_district']",[],C,[],[],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-08T00:00:03.4170000,52.01319885253906,5.094354629516602,[105],[142],['garden'],['east'],5.0,4.0,Nieuwegein,Graven en Gravinnen,Fokkesteeg,Graaf Leopoldlaan,[389000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']",[],B,[],[],single_family,terraced,59.0,,,,['buy'],house,Utrecht
True,,2024-11-08T00:00:03.4170000,52.01076126098633,4.697440147399902,[81],[98],"['garden', 'balcony', 'terrace']","['south', 'west']",5.0,3.0,Gouda,De Korte Akkeren Oud,De Korte Akkeren,Onder de Boompjes,[325000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],D,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,43.0,,Geweldig sfeervol huis met veel ruimte en mogelijkheden!,,['buy'],house,Zuid-Holland
False,,2024-11-09T00:00:02.1500000,51.92734146118164,4.541945457458496,[152],[256],"['garden', 'terrace']","['south', 'west']",7.0,5.0,Rotterdam,'s-Gravenland,Prins Alexander,Jan Beyerinckstraat,[685000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,corner,128.0,,,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-07T12:08:16.6400000,52.02410888671875,5.558912754058838,[130],[0],['balcony'],[],4.0,3.0,Veenendaal,Schrijverswijk,Centrum,Coornhertpad,[665000],kosten_koper,resale,after_2020,"['overlooking_park', 'in_green_area', 'in_center', 'unobstructed_view']","['parking_space', 'all_garages']",A+++,['central_heating_boiler'],"['lift', 'single_storey']",,,,,Geweldig luxe afgewerkt appartement in het Centrum van Veenendaal,,['buy'],apartment,Utrecht
True,flat_with_porch,2024-11-09T00:00:02.1500000,51.81983947753906,4.771883487701416,[106],[0],"['garden', 'balcony']",[],3.0,2.0,Sliedrecht,Buitenuitbreiding-Oost,Wijk 02 Sliedrecht-Centrum,Oranjehof,[495000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_center', 'in_residential_district']","['underground', 'all_garages']",A,"['bathtub', 'central_heating_boiler']",['lift'],,,1400.0,,Royaal gelegen appartement in het hartje van Sliedrecht met balkon!,,['buy'],apartment,Zuid-Holland
False,,2024-11-07T15:00:03.5000000,51.94709014892578,4.561673641204834,[113],[83],"['garden', 'balcony']","['south', 'east']",5.0,4.0,Rotterdam,Oosterflank,Prins Alexander,Lissabonerf,[395000],kosten_koper,resale,from_1981_to_1990,['in_residential_district'],"['carport', 'all_garages']",C,['bathtub'],[],single_family,end_of_terrace,33.0,,,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-08T00:00:03.4170000,51.92079925537109,4.252626895904541,[88],[0],"['balcony', 'terrace']",[],3.0,2.0,Maassluis,Taanschuurpolder,Wijk 01 Taanschuurpolder,Zure Vischsteeg,[375000],kosten_koper,resale,from_1991_to_2000,"['in_center', 'in_residential_district']","['underground', 'parking_space', 'all_garages']",A,['central_heating_boiler'],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'single_storey']",,,,,Wonen in het hart van Maassluis – Ontdek Zure Vischsteeg 18!,,['buy'],apartment,Zuid-Holland
False,,2024-11-07T11:08:45.7770000,52.02374649047852,4.696733951568604,[124],[165],['garden'],"['south', 'east']",5.0,4.0,Gouda,Windrooskwartier en Heesterbuurt,Bloemendaal,Jakob van Necklaan,[425000],kosten_koper,resale,from_1960_to_1970,"['in_residential_district', 'unobstructed_view']",[],E,['central_heating_boiler'],[],single_family,terraced,80.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-07T14:15:02.6930000,52.0128173828125,5.185686111450195,[116],[130],['garden'],[],5.0,4.0,Houten,Grassen,Houten Zuid-Oost,Doddegras,[545000],kosten_koper,resale,from_2001_to_2010,['in_residential_district'],[],A++,['renewable_energy'],[],single_family,terraced,,,,,['buy'],house,Utrecht
True,,2024-11-07T13:15:02.4570000,51.846778869628906,4.160181999206543,[149],[294],['garden'],"['south', 'west']",4.0,3.0,Voorne aan Zee,Altena,Ravense Hoek,Henri Dunantlaan,[625000],kosten_koper,resale,from_2001_to_2010,['in_residential_district'],"['detached', 'all_garages']",A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],town_house,corner,126.0,1.0,"Prachtig en royaal hoekherenhuis met garage, parkeerplaats aan park!",,['buy'],house,Zuid-Holland
False,,2024-11-07T09:58:28.8400000,51.9852294921875,4.664058208465576,[93],[125],['garden'],"['south', 'west']",4.0,3.0,Zuidplas,Staatsliedenbuurt/Vijfakkers,Moordrecht wijk 03,Doctor Abraham Kuyperstraat,[350000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],C,['central_heating_boiler'],[],single_family,terraced,52.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-09T00:00:02.1500000,52.00617599487305,4.353577136993408,[78],[47],"['garden', 'terrace']","['north', 'east']",3.0,2.0,Delft,Westerkwartier,Wijk 13 Hof van Delft,Graswinckelstraat,[435000],kosten_koper,resale,before_1906,['in_residential_district'],[],E,"['bathtub', 'central_heating_boiler']",[],single_family,end_of_terrace,13.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-07T09:15:51.0170000,51.877662658691406,4.631776332855225,[90],[188],['garden'],"['north', 'east']",4.0,3.0,Alblasserdam,Dijk,Wijk 02 Kinderdijk,West Kinderdijk,[285000],kosten_koper,resale,from_1906_to_1930,"['by_water', 'unobstructed_view']",[],G,"['bathtub', 'fixer_upper']",[],single_family,corner,100.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-07T08:21:52.4070000,51.87297821044922,4.638614654541016,[144],[165],['garden'],[],5.0,4.0,Alblasserdam,Nieuw Kinderdijk,Wijk 02 Kinderdijk,Kloosstraat,[579000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,corner,,,,,['buy'],house,Zuid-Holland
True,,2024-11-07T08:13:42.3200000,52.00668716430664,4.7044548988342285,[72],[83],['garden'],"['north', 'east']",4.0,3.0,Gouda,De Korte Akkeren Oud,De Korte Akkeren,Meidoornstraat,[325000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'in_center']",[],D,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,42.0,,Goed onderhouden woning met 3 slaapkamers nabij centrum en station,,['buy'],house,Zuid-Holland
True,flat_with_porch,2024-11-07T00:00:02.2230000,51.90999603271485,4.357883453369141,[55],[0],[],[],2.0,1.0,Vlaardingen,Oostbuurt,Oostwijk,Parkweg,[235000],kosten_koper,resale,from_1971_to_1980,"['overlooking_park', 'on_quiet_road', 'in_residential_district']",[],C,[],['single_storey'],,,,,In 2020 gerenoveerd sfeervol 2-kamer appartement op ideale locatie,,['buy'],apartment,Zuid-Holland
False,,2024-11-08T00:00:03.4170000,52.02354049682617,5.045188426971436,[168],[160],['terrace'],"['south', 'east']",7.0,4.0,IJsselstein,IJsseloevers,Wijk 00 IJsselstein,Prinses Maximahaven,[775000],kosten_koper,resale,from_2011_to_2020,"['on_busy_road', 'on_navigable_waterway', 'in_residential_district']","['underground', 'all_garages']",A,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,14.0,,,,['buy'],house,Utrecht
False,,2024-11-06T20:15:02.8830000,52.03236389160156,5.3476386070251465,[85],[174],"['garden', 'balcony']",['south'],4.0,3.0,Utrechtse Heuvelrug,Doorn-Zuid,Doorn,Frans van Dijklaan,[425000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_green_area', 'in_residential_district']",[],D,['central_heating_boiler'],[],single_family,terraced,,,,,['buy'],house,Utrecht
True,,2024-11-07T00:00:02.2230000,52.0015754699707,4.689002513885498,[148],[201],['garden'],[],5.0,4.0,Gouda,De Eilanden,Westergouwe,IJsseloogwal,[750000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,semi_detached,,,Prachtige 3-onder-1-kapwoning met veel lichtinval en eigen oprit!,,['buy'],house,Zuid-Holland
False,,2024-11-07T00:00:02.2230000,52.00004959106445,4.491828441619873,[143],[244],"['garden', 'balcony']",['west'],4.0,3.0,Lansingerland,Componistenbuurt,Wijk 22 Noordpolder,Berliozplein,[520000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']","['garage_possible', 'built_in', 'all_garages']",A,"['central_heating_boiler', 'renewable_energy']",[],single_family,corner,99.0,1.0,,,['buy'],house,Zuid-Holland
False,ground_floor,2024-11-06T19:15:02.3400000,51.85141754150391,4.324315547943115,[130],[0],[],[],3.0,2.0,Nissewaard,Kern,Centrum,Vaartstraat,[449500],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'by_water', 'in_residential_district']","['parking_space', 'all_garages']",A,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-11-08T00:00:03.4170000,52.040435791015625,4.284020900726318,[69],[0],[],[],3.0,2.0,Den Haag,Erasmus Veld,Wijk 40 Wateringse Veld,Leyweg,[400000],kosten_koper,resale,after_2020,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],A+++,['renewable_energy'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
