blikvanger.enabled,object_type_specifications.appartment.type,publish_date,location.lat,location.lon,floor_area,plot_area,exterior_space.type,exterior_space.garden_orientation,number_of_rooms,number_of_bedrooms,address.municipality,address.neighbourhood,address.wijk,address.street_name,price.selling_price,price.selling_price_condition,construction_type,construction_period,surrounding,garage.type,energy_label,amenities,accessibility,object_type_specifications.house.type,object_type_specifications.house.orientation,exterior_space.garden_size,garage.total_capacity,blikvanger.text,project.url,offering_type,object_type,address.province
True,,2024-11-06T19:00:02.5330000,51.91703414916992,4.582920551300049,[81],[95],['garden'],"['south', 'west']",3.0,2.0,Krimpen aan den IJssel,Kortland-Noord,Wijk 00 Krimpen aan den IJssel,Kortlandstraat,[335000],kosten_koper,resale,from_1931_to_1944,['in_residential_district'],[],B,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,39.0,,Ontdek deze fraai verbouwde jaren dertig woning!,,['buy'],house,Zuid-Holland
True,upper_floor,2024-11-06T18:30:03.5700000,51.88716506958008,4.467765808105469,[52],[0],['balcony'],[],3.0,2.0,Rotterdam,Oud Charlois,Charlois,Kwartelstraat,[225000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],E,['central_heating_boiler'],['single_storey'],,,,,In 2020 compleet gemoderniseerd 3 kamer appartement met balkon!,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-07T00:00:02.2230000,51.91071319580078,4.479271411895752,[95],[0],['balcony'],[],3.0,2.0,Rotterdam,Stadsdriehoek,Rotterdam Centrum,Gedempte Zalmhaven,[450000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'sheltered_position', 'in_center']","['underground', 'parking_space', 'all_garages']",A,['bathtub'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-06T14:27:49.2700000,51.87445068359375,5.405020713806152,[116],[341],"['garden', 'terrace']","['south', 'west']",5.0,4.0,Tiel,Passewaaij-Noord-Oost,Tiel-Zuid,Alkmene,[499000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district']","['parking_space', 'detached', 'all_garages']",B,['central_heating_boiler'],['accessible_for_the_disabled'],single_family,semi_detached,120.0,1.0,Airconditioning | vloerverwarming | dak garage 2015 | riante zolder,,['buy'],house,Gelderland
False,,2024-11-06T17:28:48.5070000,51.96470260620117,4.608957767486572,[194],[270],['garden'],"['south', 'west']",8.0,4.0,Zuidplas,Dorrestein-Zuid,Nieuwerkerk aan den IJssel wijk 04,J A Beyerinkstraat,[627000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],C,"['bathtub', 'central_heating_boiler']",[],single_family,corner,81.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-07T00:00:02.2230000,52.0312385559082,4.297980308532715,[120],[141],"['garden', 'balcony']","['north', 'east']",5.0,4.0,Rijswijk,Strijp,Wijk 08,Strijpwetering,[500000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'on_navigable_waterway', 'in_residential_district']",[],A,['central_heating_boiler'],[],single_family,terraced,38.0,,,,['buy'],house,Zuid-Holland
True,,2024-11-06T14:02:17.3330000,51.966087341308594,4.62019681930542,[96],[111],['garden'],"['north', 'west']",5.0,4.0,Zuidplas,Kleinpolder,Nieuwerkerk aan den IJssel wijk 04,Polderdreef,[420000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],[],single_family,terraced,50.0,,Instapklaar | Eigen grond | Zonnige achtertuin | Dakkapel,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-07T00:00:02.2230000,52.03293228149414,4.314933776855469,[74],[0],['balcony'],[],2.0,1.0,Rijswijk,Stervoorde,Wijk 09,Marshallplein,[260000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']","['parking_space', 'all_garages']",A+,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
True,ground_floor,2024-11-07T00:00:02.2230000,51.90464019775391,4.3384623527526855,[89],[0],['garden'],['east'],4.0,3.0,Vlaardingen,Vettenoordse Polder Oost,Centrum,Mendelssohnplein,[325000],kosten_koper,resale,from_1945_to_1959,"['overlooking_park', 'in_residential_district']",[],D,[],"['ground_floor', 'single_storey']",,,190.0,,Ruime benedenwoning met gigantische tuin nabij Vlaardingen Centrum!,,['buy'],apartment,Zuid-Holland
False,penthouse,2024-11-07T00:00:02.2230000,51.906394958496094,4.522758483886719,[103],[0],"['balcony', 'terrace']",[],3.0,2.0,Rotterdam,De Esch,Kralingen-Crooswijk,Drinkwaterweg,[665000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'on_navigable_waterway', 'by_water', 'in_residential_district', 'open_position', 'unobstructed_view']",[],B,[],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-07T15:02:05.4070000,51.831939697265625,4.653456211090088,[86],[118],['garden'],"['north', 'west']",4.0,2.0,Hendrik-Ido-Ambacht,Volgerlanden-Oost,Wijk 03 De Volgerlanden,Steur,[350000],kosten_koper,resale,from_2001_to_2010,['in_residential_district'],[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,43.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-07T00:00:02.2230000,52.0329704284668,5.166597843170166,[134],[146],['garden'],"['south', 'west']",5.0,4.0,Houten,Centrum West,Houten Noord-Oost,De Slinger,[600000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_center', 'in_residential_district']",[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,42.0,,,,['buy'],house,Utrecht
False,upper_floor,2024-11-06T15:15:02.1030000,51.925392150878906,4.497585773468018,[88],[0],['balcony'],[],3.0,2.0,Rotterdam,Kralingen West,Kralingen-Crooswijk,Hoge Boezem,[325000],kosten_koper,resale,from_1931_to_1944,"['by_water', 'in_residential_district']",[],D,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-06T11:46:27.2570000,52.04016876220703,4.637752056121826,[124],[193],['garden'],[],4.0,3.0,Waddinxveen,Zuidplas 80,Wijk 02,Tarweakker,[439000],kosten_koper,resale,from_1981_to_1990,['in_residential_district'],[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,corner,,,"Uitgebouwde Hoekwoning, Energielabel A, Tuin op het Zuiden ",,['buy'],house,Zuid-Holland
False,,2024-11-06T14:30:02.5530000,51.84372329711914,4.3551106452941895,[117],[132],['garden'],"['north', 'west']",5.0,4.0,Nissewaard,Schenkel-Zuidoost,Schenkel,Indusstraat,[415000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district']",[],A+,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,70.0,,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-06T11:22:57.1870000,51.923675537109375,4.485215187072754,[61],[0],['balcony'],[],2.0,1.0,Rotterdam,Stadsdriehoek,Rotterdam Centrum,Meent,[359000],kosten_koper,resale,from_1945_to_1959,['in_center'],[],D,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-06T10:17:34.1300000,51.89154815673828,5.43211030960083,[62],[146],"['garden', 'terrace']","['south', 'west']",3.0,2.0,Tiel,Santwijck,Tiel kern,Kijkuit,[319000],kosten_koper,resale,from_1906_to_1930,"['on_busy_road', 'in_center', 'in_residential_district']",[],D,"['bathtub', 'central_heating_boiler']",[],single_family,semi_detached,50.0,,Vloerverwarming | uitbouw | parkeerplaats | berging | muurisolatie,,['buy'],house,Gelderland
True,,2024-11-06T13:30:03.2170000,52.0105094909668,5.538784980773926,[226],[1418],['garden'],[],5.0,4.0,Veenendaal,Salamander,Zuidwest,Sandenburg,[1800000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_green_area', 'in_residential_district']","['carport', 'built_in', 'all_garages']",E,"['bathtub', 'renewable_energy']","['ground_floor', 'single_storey']",villa,detached,,2.0,Exclusieve woonervaring in een karakteristieke vrijstaande villa!,,['buy'],house,Utrecht
False,upper_floor,2024-11-06T09:58:35.6000000,51.923439025878906,4.504298210144043,[86],[0],['balcony'],[],5.0,4.0,Rotterdam,Kralingen West,Kralingen-Crooswijk,Libellenstraat,[375000],kosten_koper,resale,from_1931_to_1944,['in_residential_district'],[],C,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-06T11:04:35.1700000,51.81710433959961,4.768718719482422,[102],[163],['garden'],['west'],5.0,4.0,Sliedrecht,Buitenuitbreiding-Oost,Wijk 02 Sliedrecht-Centrum,P. Rijsdijkstraat,[425000],kosten_koper,resale,from_1931_to_1944,"['in_residential_district', 'unobstructed_view']",[],D,"['central_heating_boiler', 'renewable_energy']",[],single_family,detached,82.0,,,,['buy'],house,Zuid-Holland
True,,2024-11-06T13:15:02.3600000,51.86812210083008,4.344613075256348,[89],[167],['garden'],"['north', 'west']",4.0,3.0,Rotterdam,Hoogvliet Noord,Hoogvliet,Foeliestraat,[345000],kosten_koper,resale,from_1960_to_1970,['on_quiet_road'],[],A,['central_heating_boiler'],[],single_family,terraced,60.0,,Volledig gerenoveerde tussenwoning met energielabel A!,,['buy'],house,Zuid-Holland
True,flat_with_porch,2024-11-07T00:00:02.2230000,51.99127960205078,4.35582160949707,[75],[0],['balcony'],[],3.0,2.0,Delft,Roland Holstbuurt,Wijk 24 Voorhof,Roland Holstlaan,[300000],kosten_koper,resale,from_1960_to_1970,"['sheltered_position', 'in_residential_district']",[],E,[],"['lift', 'single_storey']",,,,,3 kamerappartement met zonnig balkon in de groene wijk Voorhof,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-06T05:00:02.3700000,51.814208984375,4.650857925415039,[109],[0],[],[],3.0,2.0,Zwijndrecht,Westkeetshaven,Wijk 02 Centrum,Westpier,[450000],kosten_koper,resale,from_2001_to_2010,[],"['underground', 'all_garages']",A+,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,double_ground_floor,2024-11-05T22:00:23.6070000,51.91910934448242,4.455968379974365,[156],[0],['garden'],"['south', 'east']",5.0,3.0,Rotterdam,Middelland,Delfshaven,Heemraadssingel,[850000],kosten_koper,resale,from_1906_to_1930,"['overlooking_park', 'on_quiet_road', 'in_center', 'unobstructed_view']",[],A,"['bathtub', 'central_heating_boiler']",[],,,84.0,,,,['buy'],apartment,Zuid-Holland
True,upper_floor,2024-11-05T20:45:02.2100000,51.91355514526367,4.394559860229492,[122],[0],['garden'],['north'],4.0,3.0,Schiedam,Liduinabuurt,Wijk 03 West,Warande,[550000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],A,"['bathtub', 'central_heating_boiler', 'renewable_energy']",['single_storey'],,,45.0,,Schitterend 4 kamer top appartement met de wauw-factor!,,['buy'],apartment,Zuid-Holland
True,,2024-11-05T20:30:02.7330000,52.00808334350586,4.69977331161499,[118],[101],['garden'],"['north', 'west']",5.0,3.0,Gouda,De Korte Akkeren Oud,De Korte Akkeren,Snoystraat,[485000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']","['parking_space', 'all_garages']",A,"['bathtub', 'central_heating_boiler']",[],single_family,corner,154.0,,Energiezuinige hoekwoning met ruime tuingerichte lichte woonkamer ,,['buy'],house,Zuid-Holland
True,,2024-11-05T19:45:02.3800000,51.92026138305664,4.593492031097412,[138],[158],['garden'],"['south', 'west']",7.0,6.0,Krimpen aan den IJssel,Kortland-Noord,Wijk 00 Krimpen aan den IJssel,Heemraadhof,[460000],kosten_koper,resale,from_1960_to_1970,"['sheltered_position', 'in_residential_district']",[],B,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,terraced,71.0,,Ruime gezinswoning met zonnige tuin en moderne voorzieningen!,,['buy'],house,Zuid-Holland
False,,2024-11-06T15:22:00,51.92534255981445,4.615368843078613,[151],[467],['garden'],"['north', 'east']",4.0,3.0,Krimpen aan den IJssel,Boveneind,Wijk 00 Krimpen aan den IJssel,IJsseldijk,[600000],kosten_koper,resale,from_1906_to_1930,"['on_navigable_waterway', 'by_water', 'unobstructed_view']",[],C,"['bathtub', 'central_heating_boiler']",[],single_family,detached,23.0,,,,['buy'],house,Zuid-Holland
True,flat_with_porch,2024-11-05T19:00:02.6300000,51.91484069824219,4.406628131866455,[85],[0],['balcony'],[],5.0,4.0,Schiedam,Marconibuurt,Wijk 01 Oost,Rotterdamsedijk,[210000],kosten_koper,resale,from_1931_to_1944,"['on_busy_road', 'in_center', 'in_residential_district']",[],D,['central_heating_boiler'],[],,,,,Centraal gelegen kluswoning!,,['buy'],apartment,Zuid-Holland
True,,2024-11-05T18:45:02.3930000,51.98608016967773,4.494262218475342,[157],[156],"['garden', 'terrace']","['south', 'west']",5.0,4.0,Lansingerland,Eilandenbuurt,Wijk 13 Boterdorp,De Eilanden,[550000],kosten_koper,resale,from_2001_to_2010,"['by_water', 'in_residential_district']",[],A+,[],[],single_family,terraced,35.0,,Royale eengezinswoning (maatje XL) met een zonnige achtertuin.,,['buy'],house,Zuid-Holland
True,flat_with_porch,2024-11-05T18:30:03.4270000,52.00779724121094,4.717453002929688,[102],[0],['balcony'],[],3.0,2.0,Gouda,Kort Haarlem,Kort Haarlem,Schooltuinen,[550000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']","['built_in', 'all_garages']",A,"['central_heating_boiler', 'renewable_energy']",[],,,,1.0,Stijlvol en recent gebouwd 3 kamerappartement met vrij uitzicht,,['buy'],apartment,Zuid-Holland
True,,2024-11-06T00:00:03.1600000,51.8952751159668,4.577048778533936,[136],[120],['garden'],['east'],5.0,4.0,Ridderkerk,Bolnes,Bolnes,Generaal Smutsstraat,[429500],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']",[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,66.0,,Royale woning met 136m2 woonoppervlak en mooi vrij uitzicht. Label A,,['buy'],house,Zuid-Holland
True,flat_with_porch,2024-11-05T18:15:03.1730000,51.97838592529297,4.590258598327637,[83],[0],['balcony'],[],3.0,2.0,Rotterdam,Nesselande,Prins Alexander,Laan van Avant-Garde,[425000],kosten_koper,resale,from_2011_to_2020,['in_residential_district'],[],A,[],['single_storey'],,,,,"Ruim, licht en luxe appartement op een toplocatie!",,['buy'],apartment,Zuid-Holland
True,,2024-11-07T00:00:02.2230000,52.01217651367188,5.0408244132995605,[136],[105],"['garden', 'balcony', 'terrace']","['north', 'east']",5.0,3.0,IJsselstein,Het Hart,Wijk 00 IJsselstein,Sint Petersburglaan,[489000],kosten_koper,resale,from_1991_to_2000,['in_residential_district'],[],A,"['bathtub', 'central_heating_boiler']",[],single_family,link_detached,53.0,,"Royale leefkeuken, zonnige woonkamer, zonnige tuin en 3 slpkmrs",,['buy'],house,Utrecht
False,,2024-11-06T00:00:03.1600000,52.02570343017578,5.096256732940674,[117],[140],['garden'],['north'],5.0,4.0,Nieuwegein,Vesten,Fokkesteeg,Weesperveste,[400000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']",[],A,['bathtub'],[],single_family,terraced,64.0,,,,['buy'],house,Utrecht
False,,2024-11-05T15:40:33.0230000,51.94732284545898,4.57932710647583,[106],[135],['garden'],[],4.0,3.0,Capelle aan den IJssel,Burgenbuurt,Schollevaar Zuid,Ferdinand Huyckburg,[435000],kosten_koper,resale,from_1981_to_1990,"['at_edge_of_woods', 'on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],A,['bathtub'],[],single_family,terraced,,,,,['buy'],house,Zuid-Holland
False,,2024-11-06T00:00:03.1600000,51.91336441040039,4.391124725341797,[129],[81],"['garden', 'balcony']","['north', 'east']",5.0,4.0,Schiedam,Frankenland,Wijk 03 West,Huysmansstraat,[300000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],D,"['central_heating_boiler', 'fixer_upper']",[],single_family,terraced,28.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-05T16:45:03.1070000,51.83733367919922,4.682509422302246,[134],[145],['garden'],['south'],5.0,4.0,Papendrecht,Schildersbuurt,Westpolder,Aert de Gelderstraat,[395000],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],[],B,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,63.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-05T15:16:18.9530000,51.860198974609375,4.613900661468506,[123],[259],['garden'],['west'],5.0,4.0,Ridderkerk,Drievliet,Drievliet,Pelikaan,[599000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'sheltered_position', 'in_residential_district']","['parking_space', 'all_garages']",B,"['bathtub', 'central_heating_boiler']",[],single_family,double,105.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-05T13:37:21.6230000,51.85884475708008,4.315476417541504,[129],[101],['garden'],['south'],5.0,4.0,Nissewaard,Hoogwerf-Noord,Hoogwerf,Leliestraat,[450000],kosten_koper,resale,from_2001_to_2010,"['overlooking_park', 'in_residential_district', 'unobstructed_view']",[],A,['central_heating_boiler'],[],single_family,corner,55.0,,,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-05T12:54:53.3970000,51.91627883911133,4.324253559112549,[70],[0],[],[],4.0,3.0,Vlaardingen,Wetering,Westwijk,van Viandenstraat,[250000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],D,['central_heating_boiler'],['single_storey'],,,,,4-kamerappartement op de 1e verdieping met berging en vrij uitzicht,,['buy'],apartment,Zuid-Holland
False,,2024-11-06T00:00:03.1600000,51.8465461730957,4.345608711242676,[111],[117],['garden'],"['north', 'west']",4.0,3.0,Nissewaard,Schenkel-Zuidwest,Schenkel,Rijnlaan,[375000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district']",[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,58.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-05T12:53:27.8770000,52.02553939819336,4.700380325317383,[130],[140],['garden'],"['south', 'east']",6.0,5.0,Gouda,Windrooskwartier en Heesterbuurt,Bloemendaal,Orteliuslaan,[475000],kosten_koper,resale,from_1971_to_1980,"['in_residential_district', 'unobstructed_view']",[],C,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,57.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-06T00:00:03.1600000,52.00896072387695,4.693249225616455,[100],[156],"['garden', 'balcony']",['west'],5.0,4.0,Gouda,De Korte Akkeren Oud,De Korte Akkeren,Koningin Wilhelminaweg,[395000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],D,['central_heating_boiler'],[],single_family,corner,73.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-05T15:15:02.4900000,51.905574798583984,4.403321266174316,[127],[73],['garden'],"['south', 'west']",4.0,3.0,Schiedam,Eilandenbuurt,Wijk 04 Zuid,Rhoonsestraat,[360000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],[],single_family,terraced,15.0,,,,['buy'],house,Zuid-Holland
False,upper_floor,2024-11-05T11:34:00.4400000,51.887996673583984,5.433682441711426,[51],[0],[],[],2.0,1.0,Tiel,Binnenstad,Tiel kern,Waterstraat,[225000],kosten_koper,resale,from_1945_to_1959,"['sheltered_position', 'in_center']",[],A,[],[],,,,,,,['buy'],apartment,Gelderland
False,,2024-11-05T11:34:37.0930000,51.824851989746094,4.703306198120117,[107],[704],['garden'],['north'],4.0,3.0,Papendrecht,Zeeheldenbuurt,Middenpolder,Zalmsteeg,[450000],kosten_koper,resale,from_1906_to_1930,['on_quiet_road'],[],G,['central_heating_boiler'],[],single_family,semi_detached,375.0,,,,['buy'],house,Zuid-Holland
False,upper_floor,2024-11-07T00:00:02.2230000,51.91476058959961,4.467306613922119,[115],[0],['balcony'],[],4.0,2.0,Rotterdam,Oude Westen,Rotterdam Centrum,Breitnerstraat,[525000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_center']",[],C,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-06T00:00:03.1600000,52.03202438354492,4.29238748550415,[202],[745],"['garden', 'balcony']",[],7.0,5.0,Den Haag,Hoge Veld,Wijk 40 Wateringse Veld,Zevenwoudenlaan,[1250000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'by_water', 'in_residential_district', 'unobstructed_view']","['lean_to', 'all_garages']",A,['bathtub'],[],villa,detached,,1.0,,,['buy'],house,Zuid-Holland
False,,2024-11-05T10:35:36.2900000,51.86782455444336,4.665460109710693,[129],[217],['garden'],"['north', 'west']",7.0,6.0,Alblasserdam,Blokweer Zuid,Wijk 03 Blokweer,Plantageweg,[495000],kosten_koper,resale,from_1981_to_1990,['in_residential_district'],"['detached', 'all_garages']",C,"['central_heating_boiler', 'double_occupancy', 'renewable_energy']",[],single_family,corner,68.0,1.0,,,['buy'],house,Zuid-Holland
